"region","income","happy","age","finrela","marital","degree","health","wrkstat","partyid","polviews","sex","year"
"MIDDLE ATLANTIC","LT $1000",NA,36,"FAR BELOW AVERAGE","NEVER MARRIED","LT HIGH SCHOOL","EXCELLENT","KEEPING HOUSE","STRONG DEMOCRAT",NA,"MALE",2000
"MIDDLE ATLANTIC","$8000 TO 9999","PRETTY HAPPY",35,"BELOW AVERAGE","NEVER MARRIED","HIGH SCHOOL","GOOD","SCHOOL","STRONG DEMOCRAT","MODERATE","MALE",2000
"MIDDLE ATLANTIC","$3000 TO 3999","VERY HAPPY",23,"BELOW AVERAGE","NEVER MARRIED","HIGH SCHOOL","GOOD","WORKING PARTTIME","IND NEAR DEM","SLIGHTLY LIBERAL","MALE",2000
"MIDDLE ATLANTIC","$25000 OR MORE","VERY HAPPY",30,"BELOW AVERAGE","MARRIED","HIGH SCHOOL","GOOD","WORKING FULLTIME","IND NEAR DEM","SLIGHTLY LIBERAL","MALE",2000
"MIDDLE ATLANTIC","$25000 OR MORE","PRETTY HAPPY",32,"BELOW AVERAGE","MARRIED","GRADUATE","EXCELLENT","WORKING FULLTIME","IND NEAR DEM","LIBERAL","MALE",2000
"MIDDLE ATLANTIC","$10000 - 14999","NOT TOO HAPPY",50,"AVERAGE","DIVORCED","HIGH SCHOOL","FAIR","WORKING FULLTIME","IND NEAR DEM","MODERATE","FEMALE",2000
"MIDDLE ATLANTIC","$25000 OR MORE","PRETTY HAPPY",38,"BELOW AVERAGE","WIDOWED","HIGH SCHOOL","GOOD","KEEPING HOUSE","IND NEAR DEM","MODERATE","FEMALE",2000
"MIDDLE ATLANTIC","$20000 - 24999",NA,31,"AVERAGE","NEVER MARRIED","BACHELOR","EXCELLENT","WORKING FULLTIME","IND NEAR REP","CONSERVATIVE","FEMALE",2000
"MIDDLE ATLANTIC","$4000 TO 4999","PRETTY HAPPY",82,"FAR BELOW AVERAGE","WIDOWED","LT HIGH SCHOOL","POOR","RETIRED","STRONG DEMOCRAT","CONSERVATIVE","FEMALE",2000
"MIDDLE ATLANTIC","$7000 TO 7999","NOT TOO HAPPY",73,"FAR BELOW AVERAGE","DIVORCED","HIGH SCHOOL",NA,"RETIRED","NOT STR DEMOCRAT","SLGHTLY CONSERVATIVE","FEMALE",2000
"MIDDLE ATLANTIC","$10000 - 14999","PRETTY HAPPY",57,"BELOW AVERAGE","SEPARATED","LT HIGH SCHOOL",NA,"RETIRED","IND NEAR DEM","MODERATE","MALE",2000
"MIDDLE ATLANTIC","$15000 - 19999","NOT TOO HAPPY",60,"AVERAGE","WIDOWED","HIGH SCHOOL","FAIR","RETIRED","STRONG DEMOCRAT","MODERATE","FEMALE",2000
"MIDDLE ATLANTIC","LT $1000",NA,76,"AVERAGE","NEVER MARRIED","LT HIGH SCHOOL","FAIR","RETIRED","NOT STR REPUBLICAN","CONSERVATIVE","MALE",2000
"MIDDLE ATLANTIC","$10000 - 14999","PRETTY HAPPY",70,"AVERAGE","WIDOWED","LT HIGH SCHOOL",NA,"RETIRED","NOT STR DEMOCRAT","LIBERAL","FEMALE",2000
"MIDDLE ATLANTIC","$6000 TO 6999","PRETTY HAPPY",87,"BELOW AVERAGE","WIDOWED","LT HIGH SCHOOL","FAIR","RETIRED","STRONG DEMOCRAT","LIBERAL","FEMALE",2000
"MIDDLE ATLANTIC","$6000 TO 6999","VERY HAPPY",70,"FAR BELOW AVERAGE","WIDOWED","LT HIGH SCHOOL","GOOD","RETIRED","NOT STR DEMOCRAT","MODERATE","FEMALE",2000
"MIDDLE ATLANTIC","$6000 TO 6999","PRETTY HAPPY",78,"AVERAGE","WIDOWED","LT HIGH SCHOOL","FAIR","RETIRED","NOT STR REPUBLICAN","MODERATE","FEMALE",2000
"SOUTH ATLANTIC","$25000 OR MORE","PRETTY HAPPY",32,"BELOW AVERAGE","NEVER MARRIED","JUNIOR COLLEGE","GOOD","WORKING FULLTIME","STRONG DEMOCRAT","CONSERVATIVE","FEMALE",2000
"SOUTH ATLANTIC","$1000 TO 2999","NOT TOO HAPPY",58,"BELOW AVERAGE","NEVER MARRIED","HIGH SCHOOL","FAIR","WORKING FULLTIME","NOT STR DEMOCRAT","MODERATE","FEMALE",2000
"SOUTH ATLANTIC","$8000 TO 9999","PRETTY HAPPY",29,"BELOW AVERAGE","NEVER MARRIED","HIGH SCHOOL","FAIR","WORKING FULLTIME","IND NEAR REP","MODERATE","FEMALE",2000
"SOUTH ATLANTIC","$25000 OR MORE","PRETTY HAPPY",39,"AVERAGE","NEVER MARRIED","BACHELOR","GOOD","WORKING FULLTIME","STRONG DEMOCRAT","MODERATE","FEMALE",2000
"SOUTH ATLANTIC","$8000 TO 9999","VERY HAPPY",44,"ABOVE AVERAGE","NEVER MARRIED","HIGH SCHOOL",NA,"KEEPING HOUSE","NOT STR DEMOCRAT","MODERATE","FEMALE",2000
"SOUTH ATLANTIC","$25000 OR MORE",NA,40,"AVERAGE","NEVER MARRIED","HIGH SCHOOL","GOOD","WORKING FULLTIME","INDEPENDENT","MODERATE","FEMALE",2000
"SOUTH ATLANTIC",NA,"VERY HAPPY",36,"BELOW AVERAGE","NEVER MARRIED","LT HIGH SCHOOL","EXCELLENT","KEEPING HOUSE","STRONG DEMOCRAT","MODERATE","FEMALE",2000
"MIDDLE ATLANTIC","REFUSED","PRETTY HAPPY",52,"AVERAGE","MARRIED","HIGH SCHOOL","EXCELLENT","WORKING FULLTIME","NOT STR REPUBLICAN","MODERATE","MALE",2000
"MIDDLE ATLANTIC","$25000 OR MORE","VERY HAPPY",41,"AVERAGE","MARRIED","HIGH SCHOOL","EXCELLENT","WORKING FULLTIME","STRONG REPUBLICAN","MODERATE","FEMALE",2000
"MIDDLE ATLANTIC","$25000 OR MORE","VERY HAPPY",48,NA,"SEPARATED","HIGH SCHOOL",NA,"WORKING FULLTIME","NOT STR DEMOCRAT","MODERATE","FEMALE",2000
"MIDDLE ATLANTIC","$25000 OR MORE","PRETTY HAPPY",33,"ABOVE AVERAGE","NEVER MARRIED","LT HIGH SCHOOL","GOOD","WORKING FULLTIME","INDEPENDENT","SLIGHTLY LIBERAL","MALE",2000
"MIDDLE ATLANTIC","$25000 OR MORE","VERY HAPPY",65,"AVERAGE","WIDOWED","HIGH SCHOOL","GOOD","KEEPING HOUSE","STRONG DEMOCRAT","EXTRMLY CONSERVATIVE","FEMALE",2000
"MIDDLE ATLANTIC","$25000 OR MORE","PRETTY HAPPY",41,"AVERAGE","WIDOWED","HIGH SCHOOL","GOOD","WORKING FULLTIME","IND NEAR DEM","MODERATE","MALE",2000
"MIDDLE ATLANTIC","$25000 OR MORE","VERY HAPPY",58,"FAR ABOVE AVERAGE","MARRIED","GRADUATE","EXCELLENT","WORKING FULLTIME","NOT STR REPUBLICAN","MODERATE","MALE",2000
"MIDDLE ATLANTIC","$25000 OR MORE","PRETTY HAPPY",48,"ABOVE AVERAGE","MARRIED","BACHELOR","GOOD","WORKING FULLTIME","IND NEAR DEM","SLGHTLY CONSERVATIVE","FEMALE",2000
"MIDDLE ATLANTIC","$25000 OR MORE","PRETTY HAPPY",63,"AVERAGE","MARRIED","HIGH SCHOOL","GOOD","KEEPING HOUSE","STRONG DEMOCRAT","LIBERAL","FEMALE",2000
"MIDDLE ATLANTIC","$25000 OR MORE","VERY HAPPY",43,"AVERAGE","MARRIED","HIGH SCHOOL","GOOD","WORKING FULLTIME","INDEPENDENT","MODERATE","FEMALE",2000
"MIDDLE ATLANTIC","$15000 - 19999","PRETTY HAPPY",62,"AVERAGE","MARRIED","LT HIGH SCHOOL","GOOD","WORKING PARTTIME","IND NEAR DEM","MODERATE","FEMALE",2000
"MIDDLE ATLANTIC","$25000 OR MORE","VERY HAPPY",48,"FAR ABOVE AVERAGE","NEVER MARRIED","BACHELOR","EXCELLENT","WORKING FULLTIME","INDEPENDENT","SLIGHTLY LIBERAL","MALE",2000
"MIDDLE ATLANTIC","REFUSED","PRETTY HAPPY",49,"AVERAGE","MARRIED","GRADUATE",NA,"WORKING PARTTIME","IND NEAR DEM","SLIGHTLY LIBERAL","MALE",2000
"MIDDLE ATLANTIC","$25000 OR MORE","PRETTY HAPPY",48,"ABOVE AVERAGE","DIVORCED","BACHELOR",NA,"WORKING FULLTIME","INDEPENDENT","MODERATE","MALE",2000
"MIDDLE ATLANTIC",NA,"PRETTY HAPPY",19,"AVERAGE","NEVER MARRIED","LT HIGH SCHOOL","GOOD","WORKING PARTTIME","NOT STR REPUBLICAN","MODERATE","MALE",2000
"MIDDLE ATLANTIC","$25000 OR MORE","VERY HAPPY",70,"AVERAGE","MARRIED","HIGH SCHOOL","FAIR","OTHER","NOT STR DEMOCRAT","MODERATE","MALE",2000
"MIDDLE ATLANTIC","$25000 OR MORE","PRETTY HAPPY",42,"AVERAGE","MARRIED","LT HIGH SCHOOL","GOOD","WORKING FULLTIME","NOT STR REPUBLICAN","CONSERVATIVE","MALE",2000
"MIDDLE ATLANTIC","REFUSED","VERY HAPPY",36,"AVERAGE","MARRIED","HIGH SCHOOL",NA,"WORKING FULLTIME","NOT STR DEMOCRAT","MODERATE","FEMALE",2000
"MIDDLE ATLANTIC","$25000 OR MORE","PRETTY HAPPY",30,"AVERAGE","NEVER MARRIED","HIGH SCHOOL","EXCELLENT","WORKING FULLTIME","INDEPENDENT","SLIGHTLY LIBERAL","MALE",2000
"MIDDLE ATLANTIC","$25000 OR MORE","PRETTY HAPPY",32,"AVERAGE","NEVER MARRIED","HIGH SCHOOL",NA,"WORKING PARTTIME","NOT STR REPUBLICAN","MODERATE","MALE",2000
"MIDDLE ATLANTIC","$25000 OR MORE","PRETTY HAPPY",36,"ABOVE AVERAGE","MARRIED","HIGH SCHOOL","EXCELLENT","WORKING FULLTIME","STRONG REPUBLICAN","CONSERVATIVE","MALE",2000
"MIDDLE ATLANTIC","$25000 OR MORE","PRETTY HAPPY",38,"AVERAGE","MARRIED","HIGH SCHOOL","FAIR","OTHER","STRONG REPUBLICAN","EXTREMELY LIBERAL","MALE",2000
"MIDDLE ATLANTIC","$25000 OR MORE","VERY HAPPY",58,"ABOVE AVERAGE","MARRIED","BACHELOR","EXCELLENT","WORKING FULLTIME","IND NEAR REP","SLIGHTLY LIBERAL","FEMALE",2000
"MIDDLE ATLANTIC","$25000 OR MORE","PRETTY HAPPY",47,"FAR ABOVE AVERAGE","MARRIED","JUNIOR COLLEGE","GOOD","KEEPING HOUSE","OTHER PARTY","CONSERVATIVE","FEMALE",2000
"MIDDLE ATLANTIC","$25000 OR MORE","PRETTY HAPPY",55,"AVERAGE","MARRIED","HIGH SCHOOL","GOOD","WORKING FULLTIME","NOT STR DEMOCRAT","SLGHTLY CONSERVATIVE","FEMALE",2000
"MIDDLE ATLANTIC","REFUSED","VERY HAPPY",72,"AVERAGE","MARRIED","GRADUATE","EXCELLENT","RETIRED","STRONG REPUBLICAN","CONSERVATIVE","MALE",2000
"MIDDLE ATLANTIC","REFUSED","VERY HAPPY",31,"AVERAGE","MARRIED","JUNIOR COLLEGE","GOOD","WORKING FULLTIME","STRONG REPUBLICAN","CONSERVATIVE","FEMALE",2000
"MIDDLE ATLANTIC","REFUSED","NOT TOO HAPPY",45,"AVERAGE","MARRIED","HIGH SCHOOL","FAIR","TEMP NOT WORKING","STRONG REPUBLICAN","MODERATE","MALE",2000
"MIDDLE ATLANTIC","REFUSED","VERY HAPPY",45,"ABOVE AVERAGE","MARRIED","BACHELOR","EXCELLENT","WORKING PARTTIME","INDEPENDENT","MODERATE","FEMALE",2000
"MIDDLE ATLANTIC","REFUSED","PRETTY HAPPY",85,"BELOW AVERAGE","WIDOWED","HIGH SCHOOL","GOOD","RETIRED","IND NEAR REP","SLIGHTLY LIBERAL","FEMALE",2000
"MIDDLE ATLANTIC","$25000 OR MORE","VERY HAPPY",48,"AVERAGE","WIDOWED","BACHELOR","GOOD","WORKING FULLTIME","NOT STR REPUBLICAN","SLGHTLY CONSERVATIVE","MALE",2000
"MIDDLE ATLANTIC",NA,"PRETTY HAPPY",50,"ABOVE AVERAGE","MARRIED",NA,NA,"WORKING FULLTIME",NA,"SLIGHTLY LIBERAL","MALE",2000
"MIDDLE ATLANTIC","$25000 OR MORE","VERY HAPPY",50,"ABOVE AVERAGE","MARRIED","GRADUATE","EXCELLENT","WORKING FULLTIME","NOT STR DEMOCRAT","SLIGHTLY LIBERAL","MALE",2000
"MIDDLE ATLANTIC","$25000 OR MORE","VERY HAPPY",51,"AVERAGE","MARRIED","GRADUATE","GOOD","WORKING FULLTIME","STRONG DEMOCRAT","SLGHTLY CONSERVATIVE","MALE",2000
"MIDDLE ATLANTIC","$25000 OR MORE","PRETTY HAPPY",48,"ABOVE AVERAGE","DIVORCED","GRADUATE","GOOD","WORKING FULLTIME","STRONG DEMOCRAT","LIBERAL","FEMALE",2000
"MIDDLE ATLANTIC","$25000 OR MORE","PRETTY HAPPY",45,"ABOVE AVERAGE","MARRIED","GRADUATE",NA,"WORKING FULLTIME","NOT STR DEMOCRAT","MODERATE","FEMALE",2000
"MIDDLE ATLANTIC","$1000 TO 2999","VERY HAPPY",39,"ABOVE AVERAGE","MARRIED","BACHELOR","GOOD","WORKING FULLTIME","NOT STR DEMOCRAT","MODERATE","MALE",2000
"PACIFIC","$25000 OR MORE",NA,38,"ABOVE AVERAGE","NEVER MARRIED","GRADUATE","EXCELLENT","WORKING FULLTIME","NOT STR DEMOCRAT","MODERATE","MALE",2000
"PACIFIC","$25000 OR MORE","PRETTY HAPPY",40,"BELOW AVERAGE","NEVER MARRIED","BACHELOR","GOOD","WORKING FULLTIME","STRONG DEMOCRAT","LIBERAL","MALE",2000
"PACIFIC","$8000 TO 9999","PRETTY HAPPY",33,"BELOW AVERAGE","NEVER MARRIED","BACHELOR","GOOD","WORKING PARTTIME","NOT STR DEMOCRAT","SLIGHTLY LIBERAL","FEMALE",2000
"PACIFIC","$25000 OR MORE","PRETTY HAPPY",56,"ABOVE AVERAGE","DIVORCED","LT HIGH SCHOOL","EXCELLENT","RETIRED","NOT STR DEMOCRAT","CONSERVATIVE","MALE",2000
"PACIFIC","$25000 OR MORE","PRETTY HAPPY",67,"AVERAGE","NEVER MARRIED","GRADUATE",NA,"WORKING FULLTIME","STRONG DEMOCRAT","SLIGHTLY LIBERAL","MALE",2000
"PACIFIC","$25000 OR MORE",NA,43,"AVERAGE","NEVER MARRIED","HIGH SCHOOL","EXCELLENT","WORKING FULLTIME","STRONG DEMOCRAT","LIBERAL","FEMALE",2000
"PACIFIC","REFUSED","PRETTY HAPPY",56,"ABOVE AVERAGE","MARRIED","BACHELOR","GOOD","WORKING FULLTIME","NOT STR DEMOCRAT","LIBERAL","MALE",2000
"PACIFIC","LT $1000","PRETTY HAPPY",48,"BELOW AVERAGE","NEVER MARRIED","LT HIGH SCHOOL","FAIR","KEEPING HOUSE","STRONG DEMOCRAT","EXTRMLY CONSERVATIVE","FEMALE",2000
"PACIFIC","$8000 TO 9999","PRETTY HAPPY",32,"ABOVE AVERAGE","SEPARATED","HIGH SCHOOL","GOOD","SCHOOL","STRONG REPUBLICAN","CONSERVATIVE","FEMALE",2000
"PACIFIC","LT $1000","VERY HAPPY",23,"AVERAGE","NEVER MARRIED","LT HIGH SCHOOL",NA,"SCHOOL","IND NEAR REP","SLGHTLY CONSERVATIVE","FEMALE",2000
"PACIFIC","$4000 TO 4999",NA,28,"FAR ABOVE AVERAGE","NEVER MARRIED","LT HIGH SCHOOL","GOOD","KEEPING HOUSE","NOT STR REPUBLICAN","MODERATE","FEMALE",2000
"PACIFIC","$10000 - 14999","VERY HAPPY",48,"FAR BELOW AVERAGE","DIVORCED","HIGH SCHOOL",NA,"WORKING PARTTIME","STRONG DEMOCRAT","MODERATE","FEMALE",2000
"PACIFIC","$6000 TO 6999","PRETTY HAPPY",77,"BELOW AVERAGE","WIDOWED","HIGH SCHOOL","FAIR","WORKING PARTTIME","STRONG DEMOCRAT","LIBERAL","FEMALE",2000
"PACIFIC",NA,"PRETTY HAPPY",38,"BELOW AVERAGE","SEPARATED","LT HIGH SCHOOL","GOOD","KEEPING HOUSE","IND NEAR DEM","MODERATE","FEMALE",2000
"PACIFIC","$25000 OR MORE","VERY HAPPY",40,"BELOW AVERAGE","MARRIED","BACHELOR","GOOD","WORKING FULLTIME","NOT STR REPUBLICAN","LIBERAL","FEMALE",2000
"PACIFIC","$25000 OR MORE","PRETTY HAPPY",39,"ABOVE AVERAGE","MARRIED","BACHELOR","EXCELLENT","WORKING PARTTIME","IND NEAR REP","SLGHTLY CONSERVATIVE","FEMALE",2000
"PACIFIC","$25000 OR MORE",NA,30,"FAR ABOVE AVERAGE","SEPARATED","GRADUATE","GOOD","WORKING FULLTIME","STRONG DEMOCRAT","LIBERAL","MALE",2000
"PACIFIC","$25000 OR MORE","PRETTY HAPPY",45,"ABOVE AVERAGE","DIVORCED","HIGH SCHOOL","EXCELLENT","WORKING FULLTIME","INDEPENDENT","MODERATE","MALE",2000
"PACIFIC","$25000 OR MORE","VERY HAPPY",52,"ABOVE AVERAGE","DIVORCED","BACHELOR",NA,"WORKING PARTTIME","IND NEAR DEM","MODERATE","MALE",2000
"PACIFIC","$25000 OR MORE","PRETTY HAPPY",53,"FAR ABOVE AVERAGE","NEVER MARRIED","HIGH SCHOOL","EXCELLENT","WORKING FULLTIME","NOT STR DEMOCRAT","SLIGHTLY LIBERAL","FEMALE",2000
"PACIFIC","$25000 OR MORE","PRETTY HAPPY",53,"ABOVE AVERAGE","MARRIED","HIGH SCHOOL",NA,"RETIRED","NOT STR REPUBLICAN","SLGHTLY CONSERVATIVE","FEMALE",2000
"PACIFIC","$25000 OR MORE","PRETTY HAPPY",39,"ABOVE AVERAGE","MARRIED","BACHELOR","GOOD","TEMP NOT WORKING","NOT STR DEMOCRAT","SLGHTLY CONSERVATIVE","FEMALE",2000
"PACIFIC","$25000 OR MORE","VERY HAPPY",78,"ABOVE AVERAGE","MARRIED","HIGH SCHOOL","FAIR","RETIRED","NOT STR REPUBLICAN","MODERATE","FEMALE",2000
"PACIFIC","$25000 OR MORE","VERY HAPPY",41,"AVERAGE","MARRIED","HIGH SCHOOL","GOOD","WORKING FULLTIME","NOT STR DEMOCRAT","MODERATE","MALE",2000
"PACIFIC","$25000 OR MORE","PRETTY HAPPY",30,"FAR ABOVE AVERAGE","MARRIED","BACHELOR","EXCELLENT","KEEPING HOUSE","STRONG REPUBLICAN","CONSERVATIVE","FEMALE",2000
"PACIFIC","$25000 OR MORE","PRETTY HAPPY",20,"AVERAGE","NEVER MARRIED","LT HIGH SCHOOL","FAIR","WORKING FULLTIME","INDEPENDENT","EXTRMLY CONSERVATIVE","MALE",2000
"PACIFIC","$8000 TO 9999","NOT TOO HAPPY",26,"FAR BELOW AVERAGE","NEVER MARRIED","HIGH SCHOOL","FAIR","WORKING FULLTIME","IND NEAR DEM","MODERATE","FEMALE",2000
"PACIFIC","$25000 OR MORE","PRETTY HAPPY",21,"AVERAGE","NEVER MARRIED","LT HIGH SCHOOL","GOOD","WORKING FULLTIME","IND NEAR DEM","SLIGHTLY LIBERAL","MALE",2000
"PACIFIC","$25000 OR MORE","PRETTY HAPPY",31,"ABOVE AVERAGE","MARRIED","HIGH SCHOOL","GOOD","KEEPING HOUSE","NOT STR DEMOCRAT","LIBERAL","FEMALE",2000
"PACIFIC","$25000 OR MORE","PRETTY HAPPY",32,"ABOVE AVERAGE","MARRIED","HIGH SCHOOL",NA,"WORKING FULLTIME","NOT STR REPUBLICAN","MODERATE","MALE",2000
"PACIFIC","$25000 OR MORE",NA,45,"AVERAGE","SEPARATED","GRADUATE","GOOD","WORKING FULLTIME","STRONG DEMOCRAT","SLIGHTLY LIBERAL","FEMALE",2000
"PACIFIC","$25000 OR MORE","VERY HAPPY",28,"AVERAGE","MARRIED","HIGH SCHOOL","EXCELLENT","WORKING FULLTIME","NOT STR DEMOCRAT","SLGHTLY CONSERVATIVE","FEMALE",2000
"PACIFIC","$25000 OR MORE","NOT TOO HAPPY",21,"AVERAGE","NEVER MARRIED","JUNIOR COLLEGE",NA,"WORKING FULLTIME","NOT STR DEMOCRAT","MODERATE","FEMALE",2000
"PACIFIC","$25000 OR MORE","PRETTY HAPPY",36,"AVERAGE","MARRIED","HIGH SCHOOL","GOOD","WORKING FULLTIME","IND NEAR DEM","SLGHTLY CONSERVATIVE","MALE",2000
"PACIFIC","$25000 OR MORE","VERY HAPPY",35,"AVERAGE","NEVER MARRIED","JUNIOR COLLEGE","EXCELLENT","WORKING PARTTIME","OTHER PARTY","CONSERVATIVE","FEMALE",2000
"PACIFIC","$25000 OR MORE","PRETTY HAPPY",38,"BELOW AVERAGE","DIVORCED","LT HIGH SCHOOL","FAIR","TEMP NOT WORKING","IND NEAR DEM","MODERATE","FEMALE",2000
"PACIFIC","REFUSED","PRETTY HAPPY",NA,"AVERAGE","NEVER MARRIED","GRADUATE",NA,"WORKING FULLTIME","STRONG DEMOCRAT","LIBERAL","FEMALE",2000
"PACIFIC","$25000 OR MORE","PRETTY HAPPY",28,"ABOVE AVERAGE","NEVER MARRIED","BACHELOR","EXCELLENT","SCHOOL","OTHER PARTY","SLGHTLY CONSERVATIVE","MALE",2000
"PACIFIC","$25000 OR MORE","NOT TOO HAPPY",62,"AVERAGE","NEVER MARRIED","LT HIGH SCHOOL","GOOD","OTHER","IND NEAR DEM","MODERATE","MALE",2000
"PACIFIC","$25000 OR MORE","PRETTY HAPPY",53,"ABOVE AVERAGE","MARRIED","HIGH SCHOOL","GOOD","WORKING FULLTIME","NOT STR REPUBLICAN","MODERATE","FEMALE",2000
"PACIFIC","$25000 OR MORE","PRETTY HAPPY",27,"AVERAGE","MARRIED",NA,"GOOD","WORKING FULLTIME","NOT STR DEMOCRAT","SLIGHTLY LIBERAL","MALE",2000
"PACIFIC","$25000 OR MORE","PRETTY HAPPY",45,"ABOVE AVERAGE","NEVER MARRIED","HIGH SCHOOL",NA,"WORKING FULLTIME","IND NEAR DEM","SLIGHTLY LIBERAL","MALE",2000
"PACIFIC","$25000 OR MORE","VERY HAPPY",46,"BELOW AVERAGE","MARRIED","HIGH SCHOOL","GOOD","WORKING FULLTIME","NOT STR DEMOCRAT","MODERATE","MALE",2000
"PACIFIC",NA,"PRETTY HAPPY",82,"AVERAGE","WIDOWED","JUNIOR COLLEGE","POOR","RETIRED","STRONG DEMOCRAT","MODERATE","FEMALE",2000
"PACIFIC","$25000 OR MORE","PRETTY HAPPY",56,"BELOW AVERAGE","MARRIED","HIGH SCHOOL","GOOD","WORKING FULLTIME","IND NEAR DEM","SLIGHTLY LIBERAL","MALE",2000
"PACIFIC","$3000 TO 3999","PRETTY HAPPY",42,"FAR BELOW AVERAGE","NEVER MARRIED","HIGH SCHOOL","GOOD","KEEPING HOUSE","IND NEAR DEM","SLIGHTLY LIBERAL","FEMALE",2000
"PACIFIC","$10000 - 14999","PRETTY HAPPY",66,"AVERAGE","DIVORCED","LT HIGH SCHOOL","GOOD","RETIRED","INDEPENDENT","MODERATE","FEMALE",2000
"PACIFIC","$25000 OR MORE","NOT TOO HAPPY",36,"AVERAGE","MARRIED","LT HIGH SCHOOL",NA,"WORKING FULLTIME","STRONG REPUBLICAN","MODERATE","MALE",2000
"PACIFIC","$25000 OR MORE","VERY HAPPY",49,"FAR ABOVE AVERAGE","SEPARATED","GRADUATE","GOOD","WORKING FULLTIME","STRONG DEMOCRAT","LIBERAL","MALE",2000
"PACIFIC","$25000 OR MORE","VERY HAPPY",72,"ABOVE AVERAGE","MARRIED","BACHELOR",NA,"WORKING PARTTIME","STRONG DEMOCRAT","SLIGHTLY LIBERAL","FEMALE",2000
"PACIFIC","$25000 OR MORE","PRETTY HAPPY",53,"ABOVE AVERAGE","MARRIED","HIGH SCHOOL","GOOD","KEEPING HOUSE","INDEPENDENT",NA,"FEMALE",2000
"PACIFIC","$25000 OR MORE","VERY HAPPY",42,"ABOVE AVERAGE","MARRIED","GRADUATE","EXCELLENT","KEEPING HOUSE","NOT STR REPUBLICAN","CONSERVATIVE","FEMALE",2000
"PACIFIC","$25000 OR MORE","PRETTY HAPPY",79,"ABOVE AVERAGE","WIDOWED","GRADUATE",NA,"RETIRED","STRONG REPUBLICAN","CONSERVATIVE","MALE",2000
"PACIFIC","$25000 OR MORE","NOT TOO HAPPY",50,"FAR ABOVE AVERAGE","MARRIED","JUNIOR COLLEGE","FAIR","KEEPING HOUSE","STRONG REPUBLICAN","CONSERVATIVE","FEMALE",2000
"PACIFIC","$4000 TO 4999","NOT TOO HAPPY",50,"FAR BELOW AVERAGE","WIDOWED","HIGH SCHOOL","POOR","UNEMPL LAID OFF","NOT STR DEMOCRAT","LIBERAL","FEMALE",2000
"PACIFIC","$25000 OR MORE","VERY HAPPY",32,"AVERAGE","MARRIED","HIGH SCHOOL","EXCELLENT","WORKING FULLTIME","NOT STR REPUBLICAN","EXTRMLY CONSERVATIVE","MALE",2000
"PACIFIC","$20000 - 24999","PRETTY HAPPY",20,"AVERAGE","NEVER MARRIED","HIGH SCHOOL","GOOD","WORKING PARTTIME","STRONG DEMOCRAT","MODERATE","FEMALE",2000
"PACIFIC","$25000 OR MORE","PRETTY HAPPY",51,"ABOVE AVERAGE","MARRIED","HIGH SCHOOL","GOOD","WORKING FULLTIME","IND NEAR DEM","MODERATE","MALE",2000
"PACIFIC","$10000 - 14999","VERY HAPPY",35,"AVERAGE","MARRIED","LT HIGH SCHOOL","GOOD","WORKING FULLTIME","NOT STR DEMOCRAT",NA,"MALE",2000
"PACIFIC","$25000 OR MORE","VERY HAPPY",54,"BELOW AVERAGE","MARRIED","JUNIOR COLLEGE","EXCELLENT","WORKING FULLTIME","NOT STR DEMOCRAT","MODERATE","MALE",2000
"PACIFIC","$20000 - 24999","VERY HAPPY",65,"BELOW AVERAGE","WIDOWED","GRADUATE","GOOD","WORKING PARTTIME","STRONG DEMOCRAT","MODERATE","FEMALE",2000
"PACIFIC","$25000 OR MORE","PRETTY HAPPY",36,"AVERAGE","MARRIED","HIGH SCHOOL","GOOD","KEEPING HOUSE","IND NEAR REP","MODERATE","FEMALE",2000
"PACIFIC","$25000 OR MORE","PRETTY HAPPY",48,"AVERAGE","MARRIED","BACHELOR","GOOD","WORKING FULLTIME","STRONG DEMOCRAT","SLIGHTLY LIBERAL","FEMALE",2000
"PACIFIC","$25000 OR MORE","VERY HAPPY",54,"BELOW AVERAGE","MARRIED","HIGH SCHOOL","POOR","SCHOOL","STRONG REPUBLICAN","CONSERVATIVE","FEMALE",2000
"PACIFIC","$8000 TO 9999","PRETTY HAPPY",62,"FAR BELOW AVERAGE","DIVORCED","HIGH SCHOOL",NA,"RETIRED","STRONG DEMOCRAT","LIBERAL","FEMALE",2000
"PACIFIC","$25000 OR MORE","PRETTY HAPPY",51,"ABOVE AVERAGE","NEVER MARRIED","HIGH SCHOOL",NA,"WORKING FULLTIME","IND NEAR REP","SLGHTLY CONSERVATIVE","MALE",2000
"PACIFIC","$25000 OR MORE","PRETTY HAPPY",38,"BELOW AVERAGE","MARRIED","BACHELOR","EXCELLENT","KEEPING HOUSE","NOT STR REPUBLICAN","MODERATE","FEMALE",2000
"PACIFIC",NA,"VERY HAPPY",85,"ABOVE AVERAGE","MARRIED","LT HIGH SCHOOL","EXCELLENT","RETIRED","NOT STR REPUBLICAN","MODERATE","MALE",2000
"PACIFIC","$10000 - 14999","NOT TOO HAPPY",67,"BELOW AVERAGE","DIVORCED","HIGH SCHOOL","POOR","RETIRED","STRONG REPUBLICAN","SLGHTLY CONSERVATIVE","MALE",2000
"E. NOR. CENTRAL","$25000 OR MORE","VERY HAPPY",48,"AVERAGE","MARRIED","HIGH SCHOOL","EXCELLENT","WORKING PARTTIME","STRONG REPUBLICAN","CONSERVATIVE","FEMALE",2000
